3000	-520.00	790.00	0.00
3001	-480.00	790.00	0.00
3002	-440.00	790.00	0.00
3003	-400.00	790.00	0.00
3004	-360.00	790.00	0.00
3005	-320.00	790.00	0.00
3006	-280.00	790.00	0.00
3007	-240.00	790.00	0.00
3008	-200.00	790.00	0.00
3009	-160.00	790.00	0.00
3010	-120.00	790.00	0.00
3011	-80.00	790.00	0.00
3012	-40.00	790.00	0.00
3013	0.00	790.00	0.00
3014	40.00	790.00	0.00
3015	80.00	790.00	0.00
3016	120.00	790.00	0.00
3017	160.00	790.00	0.00
3018	200.00	790.00	0.00
3019	240.00	790.00	0.00
3020	280.00	790.00	0.00
3021	320.00	790.00	0.00
3022	360.00	790.00	0.00
3023	400.00	790.00	0.00
3024	440.00	790.00	0.00
3025	-520.00	830.00	0.00
3026	-480.00	830.00	0.00
3027	-440.00	830.00	0.00
3028	-400.00	830.00	0.00
3029	-360.00	830.00	0.00
3030	-320.00	830.00	0.00
3031	-280.00	830.00	0.00
3032	-240.00	830.00	0.00
3033	-200.00	830.00	0.00
3034	-160.00	830.00	0.00
3035	-120.00	830.00	0.00
3036	-80.00	830.00	0.00
3037	-40.00	830.00	0.00
3038	0.00	830.00	0.00
3039	40.00	830.00	0.00
3040	80.00	830.00	0.00
3041	120.00	830.00	0.00
3042	160.00	830.00	0.00
3043	200.00	830.00	0.00
3044	240.00	830.00	0.00
3045	280.00	830.00	0.00
3046	320.00	830.00	0.00
3047	360.00	830.00	0.00
3048	400.00	830.00	0.00
3049	440.00	830.00	0.00
3050	-520.00	870.00	0.00
3051	-480.00	870.00	0.00
3052	-440.00	870.00	0.00
3053	-400.00	870.00	0.00
3054	-360.00	870.00	0.00
3055	-320.00	870.00	0.00
3056	-280.00	870.00	0.00
3057	-240.00	870.00	0.00
3058	-200.00	870.00	0.00
3059	-160.00	870.00	0.00
3060	-120.00	870.00	0.00
3061	-80.00	870.00	0.00
3062	-40.00	870.00	0.00
3063	0.00	870.00	0.00
3064	40.00	870.00	0.00
3065	80.00	870.00	0.00
3066	120.00	870.00	0.00
3067	160.00	870.00	0.00
3068	200.00	870.00	0.00
3069	240.00	870.00	0.00
3070	280.00	870.00	0.00
3071	320.00	870.00	0.00
3072	360.00	870.00	0.00
3073	400.00	870.00	0.00
3074	440.00	870.00	0.00
3075	-520.00	910.00	0.00
3076	-480.00	910.00	0.00
3077	-440.00	910.00	0.00
3078	-400.00	910.00	0.00
3079	-360.00	910.00	0.00
3080	-320.00	910.00	0.00
3081	-280.00	910.00	0.00
3082	-240.00	910.00	0.00
3083	-200.00	910.00	0.00
3084	-160.00	910.00	0.00
3085	-120.00	910.00	0.00
3086	-80.00	910.00	0.00
3087	-40.00	910.00	0.00
3088	0.00	910.00	0.00
3089	40.00	910.00	0.00
3090	80.00	910.00	0.00
3091	120.00	910.00	0.00
3092	160.00	910.00	0.00
3093	200.00	910.00	0.00
3094	240.00	910.00	0.00
3095	280.00	910.00	0.00
3096	320.00	910.00	0.00
3097	360.00	910.00	0.00
3098	400.00	910.00	0.00
3099	440.00	910.00	0.00
3100	-520.00	950.00	0.00
3101	-480.00	950.00	0.00
3102	-440.00	950.00	0.00
3103	-400.00	950.00	0.00
3104	-360.00	950.00	0.00
3105	-320.00	950.00	0.00
3106	-280.00	950.00	0.00
3107	-240.00	950.00	0.00
3108	-200.00	950.00	0.00
3109	-160.00	950.00	0.00
3110	-120.00	950.00	0.00
3111	-80.00	950.00	0.00
3112	-40.00	950.00	0.00
3113	0.00	950.00	0.00
3114	40.00	950.00	0.00
3115	80.00	950.00	0.00
3116	120.00	950.00	0.00
3117	160.00	950.00	0.00
3118	200.00	950.00	0.00
3119	240.00	950.00	0.00
3120	280.00	950.00	0.00
3121	320.00	950.00	0.00
3122	360.00	950.00	0.00
3123	400.00	950.00	0.00
3124	440.00	950.00	0.00
3125	-520.00	990.00	0.00
3126	-480.00	990.00	0.00
3127	-440.00	990.00	0.00
3128	-400.00	990.00	0.00
3129	-360.00	990.00	0.00
3130	-320.00	990.00	0.00
3131	-280.00	990.00	0.00
3132	-240.00	990.00	0.00
3133	-200.00	990.00	0.00
3134	-160.00	990.00	0.00
3135	-120.00	990.00	0.00
3136	-80.00	990.00	0.00
3137	-40.00	990.00	0.00
3138	0.00	990.00	0.00
3139	40.00	990.00	0.00
3140	80.00	990.00	0.00
3141	120.00	990.00	0.00
3142	160.00	990.00	0.00
3143	200.00	990.00	0.00
3144	240.00	990.00	0.00
3145	280.00	990.00	0.00
3146	320.00	990.00	0.00
3147	360.00	990.00	0.00
3148	400.00	990.00	0.00
3149	440.00	990.00	0.00
3150	-520.00	1030.00	0.00
3151	-480.00	1030.00	0.00
3152	-440.00	1030.00	0.00
3153	-400.00	1030.00	0.00
3154	-360.00	1030.00	0.00
3155	-320.00	1030.00	0.00
3156	-280.00	1030.00	0.00
3157	-240.00	1030.00	0.00
3158	-200.00	1030.00	0.00
3159	-160.00	1030.00	0.00
3160	-120.00	1030.00	0.00
3161	-80.00	1030.00	0.00
3162	-40.00	1030.00	0.00
3163	0.00	1030.00	0.00
3164	40.00	1030.00	0.00
3165	80.00	1030.00	0.00
3166	120.00	1030.00	0.00
3167	160.00	1030.00	0.00
3168	200.00	1030.00	0.00
3169	240.00	1030.00	0.00
3170	280.00	1030.00	0.00
3171	320.00	1030.00	0.00
3172	360.00	1030.00	0.00
3173	400.00	1030.00	0.00
3174	440.00	1030.00	0.00
3175	-520.00	1070.00	0.00
3176	-480.00	1070.00	0.00
3177	-440.00	1070.00	0.00
3178	-400.00	1070.00	0.00
3179	-360.00	1070.00	0.00
3180	-320.00	1070.00	0.00
3181	-280.00	1070.00	0.00
3182	-240.00	1070.00	0.00
3183	-200.00	1070.00	0.00
3184	-160.00	1070.00	0.00
3185	-120.00	1070.00	0.00
3186	-80.00	1070.00	0.00
3187	-40.00	1070.00	0.00
3188	0.00	1070.00	0.00
3189	40.00	1070.00	0.00
3190	80.00	1070.00	0.00
3191	120.00	1070.00	0.00
3192	160.00	1070.00	0.00
3193	200.00	1070.00	0.00
3194	240.00	1070.00	0.00
3195	280.00	1070.00	0.00
3196	320.00	1070.00	0.00
3197	360.00	1070.00	0.00
3198	400.00	1070.00	0.00
3199	440.00	1070.00	0.00
3200	-520.00	1110.00	0.00
3201	-480.00	1110.00	0.00
3202	-440.00	1110.00	0.00
3203	-400.00	1110.00	0.00
3204	-360.00	1110.00	0.00
3205	-320.00	1110.00	0.00
3206	-280.00	1110.00	0.00
3207	-240.00	1110.00	0.00
3208	-200.00	1110.00	0.00
3209	-160.00	1110.00	0.00
3210	-120.00	1110.00	0.00
3211	-80.00	1110.00	0.00
3212	-40.00	1110.00	0.00
3213	0.00	1110.00	0.00
3214	40.00	1110.00	0.00
3215	80.00	1110.00	0.00
3216	120.00	1110.00	0.00
3217	160.00	1110.00	0.00
3218	200.00	1110.00	0.00
3219	240.00	1110.00	0.00
3220	280.00	1110.00	0.00
3221	320.00	1110.00	0.00
3222	360.00	1110.00	0.00
3223	400.00	1110.00	0.00
3224	440.00	1110.00	0.00
3225	-520.00	1150.00	0.00
3226	-480.00	1150.00	0.00
3227	-440.00	1150.00	0.00
3228	-400.00	1150.00	0.00
3229	-360.00	1150.00	0.00
3230	-320.00	1150.00	0.00
3231	-280.00	1150.00	0.00
3232	-240.00	1150.00	0.00
3233	-200.00	1150.00	0.00
3234	-160.00	1150.00	0.00
